,player_name,player_extended_name,nationality,position,overall
11519,Opéri,Christopher Opéri,Côte d'Ivoire,LB,65
11520,Walterson,Walterson Silva,Brazil,LM,69
11521,Bauza,Juan Bauza,Argentina,CAM,60
11522,Caci,Anthony Caci,France,CB,72
11523,Brown,Jacob Brown,United Kingdom of Great Britain and Northern Ireland,RM,66
11524,Koglin,Brian Koglin,Germany,CB,61
11525,Ugrinic,Filip Ugrinic,Switzerland,CDM,63
11526,Baak,Florian Baak,Germany,CB,62
11527,Vagic,Pavle Vagic,Sweden,LM,56
11528,Balcombe,Ellery Balcombe,United Kingdom of Great Britain and Northern Ireland,GK,60
11529,Tapia,Ignacio Tapia,Chile,CB,58
11530,Lo Faso,Simone Lo Faso,Italy,CF,65
11531,Thurnwald,Manuel Thurnwald,Austria,RB,64
11532,Preston,Fraser Preston,United Kingdom of Great Britain and Northern Ireland,RW,53
11533,Al Samiri,Khaled Al Samiri,Saudi Arabia,CM,63
11534,Marc Gual,Marc Gual Huguet,Spain,ST,69
11535,Luis Muñoz,José Luis Muñoz León,Spain,CB,66
11536,Chatzigiovanis,Anastasios Chatzigiovanis,Greece,LM,71
11537,Romil,Jorris Romil,France,LM,62
11538,Lukic,Saša Lukic,Serbia,CDM,74
11539,Raum,David Raum,Germany,LM,66
11540,Dahlqvist,Edvin Dahlqvist,Sweden,LB,52
11541,Almqvist,Pontus Almqvist,Sweden,CF,57
11542,Nydam,Tristan Nydam,United Kingdom of Great Britain and Northern Ireland,CM,64
11543,Fomba,Lamine Fomba,France,CDM,64
11544,Ballo-Touré,Fodé Ballo-Touré,France,LB,72
11545,Al Najai,Ahmad Al Najai,Saudi Arabia,CDM,60
11546,Deasy,Colm Deasy,Ireland,RB,56
11547,González,Luis González,Venezuela (Bolivarian Republic of),RW,69
11548,Sivertsen,Erlend Sivertsen,Norway,LB,59
11549,Sørli,Sondre Sørli,Norway,LM,61
11550,Hopmark,Andreas Hopmark,Norway,CB,64
11551,Bamba,Daouda Karamoko Bamba,Côte d'Ivoire,ST,67
11552,Klimala,Patryk Klimala,Poland,ST,62
11553,Christensen,Oliver Christensen,Denmark,GK,64
11554,Tanaka,Ao Tanaka,Japan,CDM,62
11555,Szoboszlai,Dominik Szoboszlai,Hungary,CAM,74
11556,Siopis,Manolis Siopis,Greece,CDM,73
11557,Touray,Momodou Touray,United Kingdom of Great Britain and Northern Ireland,ST,52
11558,Lunding,Kasper Lunding,Denmark,RM,59
11559,Abrahams,Tristan Abrahams,United Kingdom of Great Britain and Northern Ireland,ST,57
11560,Franke,Dominik Franke,Germany,CB,60
11561,Gillam,Matty Gillam,United Kingdom of Great Britain and Northern Ireland,ST,55
11562,Dakir,Jonas Dakir,Denmark,GK,56
11563,Medina,Facundo Medina,Argentina,LB,66
11564,Maïga,Habib Maïga,Côte d'Ivoire,CDM,70
11565,Gudmundsson,Gabriel Gudmundsson,Sweden,LM,65
11566,Pettersson,Isak Pettersson,Sweden,GK,72
11567,Youssouf,Zaydou Youssouf,France,CM,69
11568,Seydel,Aaron Seydel,Germany,ST,67
11569,Okwonkwo,Orji Okwonkwo,Nigeria,RW,70
11570,Schiappacasse,Nicolás Schiappacasse,Uruguay,LM,65
11571,Cortizo,Jordi Cortizo,Mexico,LM,64
11572,Torres,Jairo Torres,Mexico,LM,61
11573,Pérez,Joshua Pérez,United States of America,RW,65
11574,Kenny Rocha Santos,Kenny Rocha Santos,Cabo Verde,RM,63
11575,Ávila,Felipe Ávila,Colombia,CM,65
11576,González,Ethan González,Colombia,ST,58
11577,Mancilla,Harrison Mancilla,Colombia,CDM,65
11578,Mosquera,Carlos Mosquera,Colombia,GK,58
11579,Mosquera,Fabián Mosquera,Colombia,CB,60
11580,Güveli,Yigithan Güveli,Turkey,CB,63
11581,Poulsen,Andreas Poulsen,Denmark,LB,63
11582,Bruno Leite,Bruno Miguel Santos Leite,Cabo Verde,CM,66
11583,Anderson,Mikael Anderson,Iceland,RW,63
11584,Vazquez,Brandon Vazquez,United States of America,ST,63
11585,Genreau,Denis Genreau,Australia,CAM,63
11586,Aebischer,Michel Aebischer,Switzerland,CM,69
11587,Tîrcoveanu,Andrei Tîrcoveanu,Romania,CM,60
11588,Villanueva,Carlo Villanueva,Chile,CAM,63
11589,Dreyer,Anders Dreyer,Denmark,RM,65
11590,Suman,Nick Suman,Australia,GK,54
11591,Melgalvis,Aleksander Melgalvis,Norway,RM,64
11592,Wilks,Mallik Wilks,United Kingdom of Great Britain and Northern Ireland,RM,67
11593,Hastie,Jake Hastie,United Kingdom of Great Britain and Northern Ireland,RW,66
11594,Chalá,Anibal Chalá,Ecuador,LB,66
11595,Diabaté,Fousseni Diabaté,Mali,RW,70
11596,Baeza,Nicolas Baeza,Chile,LB,59
11597,Torunarigha,Jordan Torunarigha,Germany,CB,72
11598,Tomczyk,Paweł Tomczyk,Poland,ST,61
11599,Niczuly,Roland Niczuly,Romania,GK,66
11600,Fejér,Csongor Fejér,Romania,GK,63
11601,Muhamedbegovic,Ahmet Muhamedbegovic,Austria,CB,54
11602,Veress,Zsombor Veress,Romania,ST,50
11603,Nketiah,Eddie Nketiah,United Kingdom of Great Britain and Northern Ireland,ST,68
11604,Richey,Spencer Richey,United States of America,GK,67
11605,Crognale,Alex Crognale,United States of America,CB,65
11606,Lima,Nick Lima,United States of America,RB,69
11607,Akkaynak,Atakan Akkaynak,Germany,CM,64
11608,Cris Salvador,Cristian Salvador González,Spain,CDM,69
11609,Léa Siliki,James Léa Siliki,France,CM,72
11610,Guzman,David Guzman,Costa Rica,CDM,71
11611,Cannon,Reggie Cannon,United States of America,RB,70
11612,Hwang Ki Wook,Ki Wook Hwang,Korea (Republic of),CM,64
11613,Baccus,Keanu Baccus,Australia,CDM,65
11614,Deng Hanwen,Hanwen Deng,China,RB,67
11615,Qvist,Mikkel Mena Qvist,Denmark,CB,63
11616,Al Zubaidi,Mohammed Al Zubaidi,Saudi Arabia,LB,57
11617,Merdji,Yanis Merdji,France,ST,68
11618,Itter,Luca Itter,Germany,LB,67
11619,Itter,Davide Itter,Germany,RB,59
11620,Kim Bo Seop,Bo Seop Kim,Korea (Republic of),ST,61
11621,Javi Jiménez,Javier Jiménez García,Spain,CB,64
11622,Barnett,Ryan Barnett,United Kingdom of Great Britain and Northern Ireland,CM,55
11623,Sears,Ryan Sears,United Kingdom of Great Britain and Northern Ireland,RB,60
11624,Lamprou,Lazaros Lamprou,Greece,LW,69
11625,Nikolaou,Dimitrios Nikolaou,Greece,CB,68
11626,Alvarado,Roberto Alvarado,Mexico,LM,74
11627,Pasquel,Ramón Pasquel,Mexico,GK,57
11628,Turay,Mohamed Buya Turay,Sierra Leone,ST,69
11629,Omeje,Chidi Omeje,Nigeria,ST,61
11630,Ali,Ferid Ali,Sweden,RM,61
11631,Cardoza,Luis Cardoza,Colombia,CB,63
11632,Ramirez,Christian Ramirez,United States of America,ST,70
11633,Boya,Franck Boya,Cameroon,CDM,68
11634,Yoo Seung Min,Seung Min Yoo,Korea (Republic of),LW,60
11635,Kim Min Jae,Min Jae Kim,Korea (Republic of),CB,73
11636,Lee Jae Hyeong,Jae Hyeong Lee,Korea (Republic of),GK,57
11637,Kim Hyeon Wook,Hyeon Wook Kim,Korea (Republic of),CM,63
11638,Moon Jung In,Jung In Moon,Korea (Republic of),GK,58
11639,Han Seung Gyu,Seung Gyu Han,Korea (Republic of),CM,64
11640,Lee Seung Mo,Seung Mo Lee,Korea (Republic of),CDM,61
11641,Lee Sang Ki,Sang Ki Lee,Korea (Republic of),RB,63
11642,Cabezas,Óscar Cabezas,Colombia,CB,69
11643,Soisalo,Mikael Soisalo,Finland,RM,64
11644,Karavaev,Oleksandr Karavaev,Ukraine,RM,72
11645,Ford,Kortne Ford,United States of America,CB,65
11646,Guidara,Tomás Guidara,Argentina,RB,70
11647,Thiam,Demba Thiam,Senegal,GK,51
11648,Rodríguez,José Rodríguez,Mexico,CDM,72
11649,Weissbeck,Gaëtan Weissbeck,France,CAM,61
11650,Fritzson,Ludvig Fritzson,Sweden,CM,61
11651,Suárez,Harlin Suárez,Colombia,CDM,65
11652,Fernández,Brayan Fernández,Colombia,ST,69
11653,Chaverra,Juan Camilo Chaverra,Colombia,GK,66
11654,Irandust,Daleho Irandust,Sweden,CAM,68
11655,Blessing,Latif Blessing,Ghana,CAM,72
11656,Gnaka,Silas Gnaka,Côte d'Ivoire,LB,69
11657,Wagué,Moussa Wagué,Senegal,RB,71
11658,Williams,Ro-Shaun Williams,United Kingdom of Great Britain and Northern Ireland,CB,66
11659,Longstaff,Sean Longstaff,United Kingdom of Great Britain and Northern Ireland,CM,72
11660,Miura,Ryuki Miura,Japan,GK,53
11661,Matsumoto,Masaya Matsumoto,Japan,RM,60
11662,Flórez,Freddy Flórez,Colombia,CDM,65
11663,Severin,Yoan Severin,France,LB,60
11664,Bare,Keidi Bare,Albania,CM,69
11665,Bishop,Nathan Bishop,United Kingdom of Great Britain and Northern Ireland,GK,63
11666,Brewitt,Tom Brewitt,United Kingdom of Great Britain and Northern Ireland,CB,59
11667,Leautey,Antoine Leautey,France,RM,66
11668,Mcintosh,Kendall McIntosh,United States of America,GK,61
11669,Paredes,Cristhian Paredes,Paraguay,CDM,68
11670,Maynard-Brewer,Ashley Maynard-Brewer,Australia,GK,52
11671,Lewis,Paul Lewis,United Kingdom of Great Britain and Northern Ireland,CM,57
11672,Mitrovic,Matej Mitrovic,Croatia,CB,73
11673,Yuri Ribeiro,Yuri Oliveira Ribeiro,Portugal,LB,73
11674,Abubakar,Lalas Abubakar,Ghana,CB,67
11675,Hansen,Niko Hansen,Denmark,RM,65
11676,Hayes,Jacori Hayes,United States of America,CDM,65
11677,Odoi-Atsem,Chris Odoi-Atsem,United States of America,RB,59
11678,Gressel,Julian Gressel,Germany,RM,73
11679,Wright,Brian Wright,Canada,ST,58
11680,Nyholm,Jesper Nyholm,Sweden,CB,67
11681,Benkaïd,Hicham Benkaïd,France,ST,65
11682,Majok,Abraham Majok,Kenya,ST,58
11683,Román,Felipe Román,Colombia,RB,65
11684,Segura,Eddie Segura,Colombia,CB,69
11685,Berterame,Germán Berterame,Argentina,ST,67
11686,Cleveland,Stefan Cleveland,United States of America,GK,62
11687,Nerwinski,Jakob Nerwinski,United States of America,RB,66
11688,Danladi,Abu Danladi,Ghana,ST,64
11689,Denkey,Kévin Denkey,Togo,ST,60
11690,Robinson,Miles Robinson,United States of America,CB,68
11691,Ebobisse,Jeremy Ebobisse,United States of America,ST,70
11692,Yueill,Jackson Yueill,United States of America,CM,70
11693,Shome,Shamit Shome,Canada,CM,63
11694,Reniero,Nicolás Reniero,Argentina,ST,72
11695,Connolly,Aaron Connolly,Ireland,ST,64
11696,Wingo,Henry Wingo,United States of America,RM,61
11697,Bokwé,Georges Bokwé,Cameroon,GK,60
11698,Berisha,Mergim Berisha,Republic of Kosovo,ST,67
11699,Dragomir,Vlad Mihai Dragomir,Romania,CM,69
11700,Willock,Joseph Willock,United Kingdom of Great Britain and Northern Ireland,CM,67
11701,De Smet,Thibault De Smet,Belgium,LB,65
11702,May,Alfie May,United Kingdom of Great Britain and Northern Ireland,ST,61
11703,Verstraete,Louis Verstraete,Belgium,CM,68
11704,Verlinden,Thibaud Verlinden,Belgium,RW,61
11705,Carlinhos,Carlos Antonio De Souza Junior,Brazil,ST,72
11706,Stubbs,Sam Stubbs,United Kingdom of Great Britain and Northern Ireland,CB,60
11707,Abdallah,Abdel Hakim Abdallah,Comoros,LB,59
11708,Busch Thor,Niklas Busch Thor,Sweden,CDM,65
11709,Larson,Karl Larson,Sweden,RB,64
11710,Jonsson,Lukas Jonsson,Sweden,GK,63
11711,Sirelius,Ian Sirelius,Sweden,LM,64
11712,Passi,Bryan Passi,France,CB,64
11713,Bengtsson,Leo Bengtsson,Sweden,LM,62
11714,Dobre,Alex Dobre,Romania,LM,62
11715,Bastoni,Alessandro Bastoni,Italy,CB,72
11716,Van Den Bogert,Victor van den Bogert,Netherlands,CB,60
11717,Kallman,Brent Kallman,United States of America,CB,65
11718,Louro,Evan Louro,United States of America,GK,60
11719,Durkin,Chris Durkin,United States of America,CDM,67
11720,Kravets,Vasyl Kravets,Ukraine,LB,70
11721,Popp,William Popp,Japan,GK,57
11722,Williams,Jordan Williams,United Kingdom of Great Britain and Northern Ireland,RB,61
11723,Abedzadeh,Amir Abedzadeh,Iran (Islamic Republic of),GK,72
11724,Janjičić,Vasilije Janjičić,Switzerland,CDM,69
11725,Gómez,Yulian Gómez,Colombia,LB,61
11726,Graham,Jordan Graham,United Kingdom of Great Britain and Northern Ireland,ST,58
11727,Paik Seung Ho,Seung Ho Paik,Korea (Republic of),CM,65
11728,Nakabayashi,Hirotsugu Nakabayashi,Japan,GK,61
11729,Nakahara,Shogo Nakahara,Japan,CM,62
11730,Miura,Genta Miura,Japan,CB,67
11731,Meshino,Ryotaro Meshino,Japan,ST,62
11732,Takano,Ryo Takano,Japan,LWB,60
11733,Erik Expósito,Erik Expósito Hernández,Spain,ST,66
11734,Shimakawa,Toshio Shimakawa,Japan,CDM,63
11735,Delcroix,Hannes Delcroix,Belgium,CB,60
11736,Eric Curbelo,Eric Curbelo de la Fe,Spain,RB,67
11737,Okubo,Takuo Okubo,Japan,GK,63
11738,Lucas,Lucas Alves de Araujo,Brazil,CB,67
11739,Delamea,Antonio Delamea,Slovenia,CB,67
11740,Yajima,Shinya Yajima,Japan,CM,63
11741,Onaiwu,Ado Onaiwu,Japan,ST,67
11742,Kovačević,Vladimir Kovačević,Serbia,CB,66
11743,Colmán,Cristian Colmán,Paraguay,ST,67
11744,Nouhou,Nouhou Tolo,Cameroon,LB,67
11745,Casey,Dan Casey,Ireland,CB,62
11746,Tavernier,Marcus Tavernier,United Kingdom of Great Britain and Northern Ireland,LW,66
11747,Liddle,Ben Liddle,United Kingdom of Great Britain and Northern Ireland,CM,59
11748,Sontheimer,Patrick Sontheimer,Germany,CM,65
11749,Gnjatić,Ognjen Gnjatić,Bosnia and Herzegovina,CDM,65
11750,Mihailovic,Djordje Mihailovic,United States of America,CAM,66
11751,Barbosa,Diego Barbosa,Mexico,RB,61
11752,Figueroa,Francisco Figueroa,Mexico,RW,64
11753,Sabiri,Abdelhamid Sabiri,Germany,LW,65
11754,Lippert,Dennis Lippert,Germany,LB,61
11755,Johnsen,Dennis Johnsen,Norway,LW,68
11756,Owens,Charlie Owens,United Kingdom of Great Britain and Northern Ireland,CM,62
11757,Park Yi-Young,Yi-Young Park,Korea (Republic of),RB,64
11758,Lasme,Bryan Lasme,France,ST,57
11759,Togni,Gastón Togni,Argentina,LW,72
11760,Eddahri,Omar Eddahri,Sweden,CF,67
11761,Marfelt,Nicholas Marfelt,Denmark,LB,58
11762,Camara,Mady Camara,Guinea,CDM,73
11763,Jorge Cuenca,Jorge Cuenca Barreno,Spain,CB,65
11764,Kaba,Sory Kaba,Guinea,ST,68
11765,Bodart,Arnaud Bodart,Belgium,GK,66
11766,Matsumoto,Taishi Matsumoto,Japan,CM,63
11767,İnan,Mustafa İnan,Turkey,CM,60
11768,Kostevych,Volodymyr Kostevych,Ukraine,LB,68
11769,Rogic,Filip Rogic,Sweden,CM,67
11770,Singh,Luther Singh,South Africa,RW,72
11771,Förster,Philipp Förster,Germany,CAM,69
11772,Pedrosa,André Alexandre Antunes Pedrosa,Portugal,CDM,67
11773,Vido,Luca Vido,Italy,ST,72
11774,Stojanovic,Jovan Stojanovic,Serbia,CAM,70
11775,Haddadi,Oussama Haddadi,Tunisia,LB,73
11776,Ephestion,Thomas Ephestion,France,CM,64
11777,Bokadi,Merveille Bokadi,Congo (Democratic Republic of the),CB,71
11778,Bolingi,Jonathan Bolingi,Congo (Democratic Republic of the),ST,69
11779,Badji,Aliou Badji,Senegal,ST,68
11780,Zachariassen,Kristoffer Zachariassen,Norway,CM,70
11781,Tetteh,Samuel Tetteh,Ghana,ST,69
11782,Pourtau,Jerónimo Pourtau,Argentina,GK,62
11783,Schmidt,Daniel Schmidt,Japan,GK,67
11784,Orgill,Dever Orgill,Jamaica,ST,70
11785,Nagato,Katsuya Nagato,Japan,LB,64
11786,Mehremić,Adi Mehremić,Bosnia and Herzegovina,CB,67
11787,Friedl,Marco Friedl,Austria,CB,70
11788,Troiani,Michele Troiani,Italy,LB,62
11789,Srarfi,Bassem Srarfi,Tunisia,RW,72
11790,Bapoh,Ulrich Bapoh,Germany,CAM,60
11791,Zeka,Agim Zeka,Albania,RM,57
11792,Twine,Scott Twine,United Kingdom of Great Britain and Northern Ireland,ST,55
11793,Roa,Nicolás Roa,Colombia,RB,62
11794,Pick,Florian Pick,Germany,LM,67
11795,Petretta,Raoul Petretta,Italy,LB,71
11796,Muñoz,Daniel Muñoz,Colombia,RB,71
11797,Hrustic,Ajdin Hrustic,Australia,RM,67
11798,Villete,Álvaro Villete,Uruguay,GK,66
11799,De Alba,Brayner De Alba,Colombia,CAM,67
11800,Orona,Efraín Orona,Mexico,CB,61
11801,Lennon,Brooks Lennon,United States of America,RB,67
11802,Chinen,Kei Chinen,Japan,ST,69
11803,Al Joui,Abdullah Al Joui,Saudi Arabia,RM,62
11804,Mccourt,Robbie McCourt,Ireland,CDM,58
11805,Kubo,Takefusa Kubo,Japan,RM,70
11806,Holland,Nathan Holland,United Kingdom of Great Britain and Northern Ireland,LM,61
11807,Sherif,Lamine Sherif,Guinea-Bissau,CDM,61
11808,Ortega,Miguel Ortega,Mexico,GK,61
11809,Kehinde,Tosin Kehinde,Nigeria,LM,62
11810,Olosunde,Matt Olosunde,United States of America,RB,62
11811,João Virgínia,João Manuel Neves Virgínia,Portugal,GK,63
11812,Pierias,Dylan Pierias,Australia,RB,56
11813,Sylla,Moussa Sylla,France,ST,66
11814,Fletcher,Alex Fletcher,United Kingdom of Great Britain and Northern Ireland,ST,57
11815,Castellanos,Valentin Castellanos,Argentina,LW,63
11816,Ingham,Dane Ingham,New Zealand,RB,57
11817,Ambri,Steve Ambri,France,ST,62
11818,Al Khaibari,Abdullah Al Khaibari,Saudi Arabia,CDM,66
11819,Awaka,Shunta Awaka,Japan,GK,55
11820,Shindo,Ryosuke Shindo,Japan,CB,68
11821,Fukai,Kazuki Fukai,Japan,CM,66
11822,Miyazawa,Hiroki Miyazawa,Japan,CDM,66
11823,Arano,Takuma Arano,Japan,CM,65
11824,Suga,Daiki Suga,Japan,LM,68
11825,Tokura,Ken Tokura,Japan,ST,64
11826,Nishibe,Yohei Nishibe,Japan,GK,59
11827,Takagiwa,Toru Takagiwa,Japan,GK,56
11828,Iida,Takahiro Iida,Japan,RB,61
11829,Inukai,Tomoya Inukai,Japan,CB,65
11830,Kamata,Shoma Kamata,Japan,RB,64
11831,Tatsuta,Yugo Tatsuta,Japan,CB,63
11832,Matsubara,Ko Matsubara,Japan,LB,66
11833,Kawai,Yosuke Kawai,Japan,CM,65
11834,Musaka,Mitsunari Musaka,Japan,CM,63
11835,Takeuchi,Ryo Takeuchi,Japan,CM,65
11836,Kaneko,Shota Kaneko,Japan,RM,70
11837,Shirasaki,Ryohei Shirasaki,Japan,LM,69
11838,Kitagawa,Koya Kitagawa,Japan,ST,68
11839,Lee Sang Min,Sang Min Lee,Korea (Republic of),CDM,62
11840,Verreth,Matthias Verreth,Belgium,RM,66
11841,Tanno,Kenta Tanno,Japan,GK,60
11842,Yamamura,Kazuya Yamamura,Japan,CAM,66
11843,Fujimoto,Kota Fujimoto,Japan,CB,62
11844,Shoji,Honoya Shoji,Japan,CB,59
11845,Maruhashi,Yusuke Maruhashi,Japan,LB,66
11846,Funaki,Kakeru Funaki,Japan,LM,55
11847,Kimoto,Yasuki Kimoto,Japan,CB,63
11848,Nishimoto,Masataka Nishimoto,Japan,LM,55
11849,Onozawa,Toshiki Onozawa,Japan,LM,60
11850,Sekiguchi,Kunimitsu Sekiguchi,Japan,LM,62
11851,Sugimoto,Kenyu Sugimoto,Japan,ST,70
11852,Sawakami,Ryuji Sawakami,Japan,ST,63
11853,Haas,Christoph Haas,Austria,GK,55
11854,Vente,Dylan Vente,Netherlands,ST,69
11855,Bowler,Josh Bowler,United Kingdom of Great Britain and Northern Ireland,RM,57
11856,Arena,Nahuel Arena,Argentina,CB,62
11857,Oda,Itsuki Oda,Japan,RB,60
11858,Abe,Hiroki Abe,Japan,LM,70
11859,Kirby,Nya Kirby,United Kingdom of Great Britain and Northern Ireland,CAM,59
11860,Matei,Gabriel Matei,Romania,RB,63
11861,Seedorf,Sherwin Seedorf,Netherlands,LW,57
11862,Otálvaro,Juan Otálvaro,Colombia,CAM,59
11863,Banks,Lewis Banks,United Kingdom of Great Britain and Northern Ireland,LB,62
11864,Andersen,Magnus Kofod Andersen,Denmark,CM,67
11865,Murillo,Michael Murillo,Panama,RB,72
11866,Guliev,Ayaz Guliev,Russian Federation,CM,70
11867,Luís Silva,Luís Silva,Portugal,CB,64
11868,Zaldívar,Edgar Zaldívar,Mexico,CM,64
11869,Echavarría,Cristian Echavarría,Colombia,LM,60
11870,Åstedt,Robert Åstedt,Sweden,CB,58
11871,Cancola,David Cancola,Austria,CDM,62
11872,Parunashvili,Lasha Parunashvili,Georgia,CDM,68
11873,Goslin,Chris Goslin,United States of America,CM,55
11874,Maloney,Connor Maloney,United States of America,RB,63
11875,Keaney,Jack Keaney,Ireland,CM,58
11876,Arellano,Aldo Arellano,Mexico,CDM,67
11877,Dekker,Tristan Dekker,Netherlands,RB,65
11878,Van Crooij,Vito van Crooij,Netherlands,LW,68
11879,Michibuchi,Ryohei Michibuchi,Japan,RM,59
11880,Sugimoto,Daichi Sugimoto,Japan,GK,62
11881,Yoshio,Kaina Yoshio,Japan,CAM,62
11882,Bronico,Brandt Bronico,United States of America,CDM,64
11883,Mahon,John Mahon,Ireland,CB,60
11884,Mcginty,Edward McGinty,Ireland,GK,58
11885,Hausner,Sebastian Hausner,Denmark,CB,54
11886,Fleming,Brandon Fleming,United Kingdom of Great Britain and Northern Ireland,LB,58
11887,Klaesson,Kristoffer Klaesson,Norway,GK,60
11888,Dønnum,Aron Dønnum,Norway,RM,63
11889,Myhre,Felix Horn Myhre,Norway,CDM,60
11890,Estupiñán,Pervis Estupiñán,Ecuador,LB,68
11891,Scarr,Dan Scarr,United Kingdom of Great Britain and Northern Ireland,CB,64
11892,Smith,Joshua Smith,United States of America,CB,60
11893,Delem,Jordy Delem,France,CDM,62
11894,Mama Baldé,Mama Samba Baldé,Guinea-Bissau,RW,73
11895,Yeun Jong Gyu,Jong Gyu Yeun,Korea (Republic of),RM,60
11896,Blaney,Shane Blaney,Ireland,CB,58
11897,Kuchaev,Konstantin Kuchaev,Russian Federation,CAM,67
11898,Brownsword,Tyler Brownsword,United Kingdom of Great Britain and Northern Ireland,CB,50
11899,Kim Han Gil,Han Gil Kim,Korea (Republic of),RW,60
11900,Díaz,Jair Díaz,Mexico,LB,62
11901,Guzmán,Yeison Guzmán,Colombia,CAM,67
11902,Nazarit,Miguel Nazarit,Colombia,CB,64
11903,Danso,Kevin Danso,Austria,CB,71
11904,Hara,Teruki Hara,Japan,RB,61
11905,Hanca,Sergiu Hanca,Romania,RM,69
11906,Barrios,Nahuel Barrios,Argentina,LM,70
11907,Lainez,Diego Lainez,Mexico,RM,72
11908,Antuna,Uriel Antuna,Mexico,LM,68
11909,Guðmundsson,Albert Guðmundsson,Iceland,RW,70
11910,Żubrowski,Jakub Żubrowski,Poland,CDM,66
11911,Elliott,Jack Elliott,United Kingdom of Great Britain and Northern Ireland,CB,70
11912,Frese,Martin Frese,Denmark,LW,55
11913,Jandrei,Jandrei Chitolina Carniel,Brazil,GK,72
11914,Janssen,Roel Janssen,Netherlands,LB,65
11915,Opoku,Johnatan Opoku,Netherlands,RW,67
11916,Van Crooij,Delano van Crooij,Netherlands,GK,64
11917,Nita,Florin Nita,Romania,GK,75
11918,Bazzana,Nicolás Bazzana,Argentina,CB,64
11919,Knoester,Mats Knoester,Netherlands,CB,63
11920,Malacia,Tyrell Malacia,Netherlands,LB,71
11921,Al Obud,Abdulrahman Al Obud,Saudi Arabia,LM,61
11922,Al Khayri,Saad Al Khayri,Saudi Arabia,RB,59
11923,Camacho,David Camacho,Colombia,RM,62
11924,Pomykal,Paxton Pomykal,United States of America,CAM,69
11925,Ejuke,Chidera Ejuke,Nigeria,LW,69
11926,Al Najjar,Ammar Al Najjar,Saudi Arabia,RM,61
11927,Masson,Julien Masson,France,CDM,67
11928,O'Hare,Callum O'Hare,United Kingdom of Great Britain and Northern Ireland,CM,60
11929,Kemp,Dan Kemp,United Kingdom of Great Britain and Northern Ireland,RM,57
11930,Trott,Nathan Trott,United Kingdom of Great Britain and Northern Ireland,GK,61
11931,Baningime,Beni Baningime,Congo (Democratic Republic of the),CDM,67
11932,Lankford,Kevin Lankford,Germany,LM,64
11933,Polo,Carlos Polo,Colombia,CDM,59
11934,Richter,Marco Richter,Germany,RM,73
11935,Carrasco,Gabriel Carrasco,Argentina,RB,70
11936,Cumming,Jamie Cumming,United Kingdom of Great Britain and Northern Ireland,GK,54
11937,James,Reece James,United Kingdom of Great Britain and Northern Ireland,RB,73
11938,Bersano,Matt Bersano,United States of America,GK,56
11939,Ciftci,Hikmet Ciftci,Turkey,CM,61
11940,Borchgrevink,Christian Dahle Borchgrevink,Norway,RB,56
11941,Na Sang Ho,Sang Ho Na,Korea (Republic of),ST,65
11942,Liu Junshuai,Junshuai Liu,China,CB,62
11943,Zhu Jianrong,Jianrong Zhu,China,ST,64
11944,Li Peng,Peng Li,China,CB,61
11945,Wang Wei,Wei Wang,China,LM,61
11946,Jiang Tao,Tao Jiang,China,RB,64
11947,Vargas,Carlos Vargas,Mexico,LB,66
11948,Guridi,Jon Guridi Aldalur,Spain,CM,65
11949,Weigelt,Henri Weigelt,Germany,CB,64
11950,Røjkjær,Nicklas Røjkjær,Denmark,LW,60
11951,Cuello,Tomás Cuello,Argentina,LM,58
11952,Matsuda,Riku Matsuda,Japan,RB,68
11953,Alseth,Øyvind Alseth,Norway,RB,63
11954,Demiral,Merih Demiral,Turkey,CB,74
11955,Mcgilp,Cameron McGilp,Australia,CM,51
11956,Hope,Josh Hope,Australia,CM,57
11957,Hartigan,Anthony Hartigan,United Kingdom of Great Britain and Northern Ireland,CM,60
11958,Happe,Dan Happe,United Kingdom of Great Britain and Northern Ireland,CB,53
